Year,Emirate En,Emirate Ar,Geo Coordinates,Cancer Type,Age Group,Nationality Group En,Nationality Group Ar,Gender En,Gender Ar,Total
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(30-39),Expat,وافد,Male,ذكر,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(40-49),Expat,وافد,Male,ذكر,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(40-49),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(50-59),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(50-59),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(50-59),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(50-59),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(60-69),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(60-69),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(60-69),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(70-79),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C00-C14 Lip, Oral cavity & pharynx",(80+),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C15 Esophagus,(60-69),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(10-19),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(20-29),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(30-39),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(40-49),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(40-49),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(50-59),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(50-59),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(60-69),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(60-69),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(70-79),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(80+),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C16 Stomach,(80+),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C17 Small intestine,(50-59),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C17 Small intestine,(70-79),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(20-29),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(30-39),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(30-39),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(40-49),Expat,وافد,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(40-49),Expat,وافد,Male,ذكر,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(40-49),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(50-59),Expat,وافد,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(50-59),Expat,وافد,Male,ذكر,9
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(50-59),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(60-69),Expat,وافد,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(60-69),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(60-69),Citizen,مواطن,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(70-79),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(70-79),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(70-79),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(70-79),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(80+),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C18-C21 Colorectal,(80+),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(0-9),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(40-49),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(50-59),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(50-59),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(60-69),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(60-69),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(60-69),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(70-79),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(70-79),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C22 Liver and intrahepatic bile ducts,(80+),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C23, C24 Gallbladder, other and unspecified part of biliary tract",(50-59),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C23, C24 Gallbladder, other and unspecified part of biliary tract",(60-69),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C23, C24 Gallbladder, other and unspecified part of biliary tract",(70-79),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(40-49),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(40-49),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(50-59),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(60-69),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(60-69),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(60-69),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(70-79),Expat,وافد,Female,أنثي,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C25 Pancreas,(70-79),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C30, C31 Nasal cavity, middle ear, accessory sinuses",(20-29),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C32 Larynx,(40-49),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C32 Larynx,(60-69),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C32 Larynx,(80+),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(30-39),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(40-49),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(40-49),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(50-59),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(50-59),Expat,وافد,Male,ذكر,13
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(60-69),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(60-69),Expat,وافد,Male,ذكر,6
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(60-69),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(60-69),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(70-79),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(70-79),Expat,وافد,Male,ذكر,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(70-79),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(70-79),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(80+),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C34 Bronchus and Lung,(80+),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C40-C41 Bone and articular cartilage,(10-19),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C40-C41 Bone and articular cartilage,(10-19),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C40-C41 Bone and articular cartilage,(20-29),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C40-C41 Bone and articular cartilage,(20-29),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C40-C41 Bone and articular cartilage,(40-49),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C43 Skin melanoma,(60-69),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(30-39),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(50-59),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(50-59),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(60-69),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(70-79),Expat,وافد,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C44 Skin,(80+),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(0-9),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(20-29),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(30-39),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(30-39),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(40-49),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(40-49),Citizen,مواطن,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(50-59),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C49 Connective and soft tissue,(80+),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(20-29),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(20-29),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(30-39),Expat,وافد,Female,أنثي,23
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(30-39),Citizen,مواطن,Female,أنثي,9
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(40-49),Expat,وافد,Female,أنثي,33
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(40-49),Citizen,مواطن,Female,أنثي,11
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(50-59),Expat,وافد,Female,أنثي,34
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(50-59),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(50-59),Citizen,مواطن,Female,أنثي,7
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(50-59),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(60-69),Expat,وافد,Female,أنثي,18
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(60-69),Citizen,مواطن,Female,أنثي,9
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(70-79),Expat,وافد,Female,أنثي,6
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(70-79),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C50 Breast,(80+),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(20-29),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(30-39),Expat,وافد,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(30-39),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(40-49),Expat,وافد,Female,أنثي,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(40-49),Citizen,مواطن,Female,أنثي,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(50-59),Expat,وافد,Female,أنثي,8
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(50-59),Citizen,مواطن,Female,أنثي,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(60-69),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(70-79),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C53 Cervix uteri,(80+),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(0-9),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(30-39),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(40-49),Expat,وافد,Female,أنثي,9
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(50-59),Expat,وافد,Female,أنثي,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(50-59),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(60-69),Expat,وافد,Female,أنثي,5
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(60-69),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C54-C55 Uterus,(70-79),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(20-29),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(30-39),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(40-49),Expat,وافد,Female,أنثي,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(50-59),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(50-59),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(60-69),Expat,وافد,Female,أنثي,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(60-69),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(70-79),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C56 Ovary,(80+),Citizen,مواطن,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(50-59),Expat,وافد,Male,ذكر,8
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(50-59),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(60-69),Expat,وافد,Male,ذكر,8
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(60-69),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(70-79),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(70-79),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(80+),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C61 Prostate,(80+),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C62 Testis,(20-29),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C62 Testis,(30-39),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C62 Testis,(40-49),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C62 Testis,(50-59),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(0-9),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(20-29),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(20-29),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(40-49),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(50-59),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(50-59),Expat,وافد,Male,ذكر,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(50-59),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(50-59),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(60-69),Expat,وافد,Male,ذكر,3
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C64-C65 Kidney & Renal pelvis,(70-79),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E","C66, C68 Ureter and Other urinary organs",(70-79),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(40-49),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(50-59),Expat,وافد,Male,ذكر,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(60-69),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(60-69),Expat,وافد,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(60-69),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(70-79),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C67 Urinary bladder,(70-79),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(0-9),Citizen,مواطن,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(0-9),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(10-19),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(20-29),Expat,وافد,Female,أنثي,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(20-29),Expat,وافد,Male,ذكر,4
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(20-29),Citizen,مواطن,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(30-39),Expat,وافد,Female,أنثي,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(30-39),Expat,وافد,Male,ذكر,2
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(30-39),Citizen,مواطن,Male,ذكر,1
2011,Abu Dhabi,أبو ظبي,"24.4539° N, 54.3773° E",C70-C72 Brain & CNS,(40-49),Expat,وافد,Female,أنثي,1
